Id,saleprice
2419,188530.21822009503
391,153679.34286764296
798,126702.40456874657
481,208004.39615680568
193,213299.78646631958
555,114987.0445196652
899,55898.91414961156
2357,172812.5149935348
328,115562.50366008778
1356,126475.12946166637
1154,114007.89233465614
1730,180704.55061648754
2249,156627.27126370353
1119,279466.5746040108
2856,144309.68712052924
1394,137699.20067471417
2587,116978.23380979183
61,298269.51034144836
2661,183869.4688895908
2711,128298.49313351818
1147,190991.95528781327
757,127634.1920435976
2623,105222.3433067403
2378,127538.58210530222
1413,167567.39020336754
1722,236539.3865732293
1112,226675.28247737134
1623,197687.06789156122
1201,200785.68820654476
1513,122620.34211707843
957,355544.1898189081
1171,256017.66446049762
1145,199321.59977795696
2726,234956.22698249872
703,166366.66303324717
760,114046.382159928
1964,156305.7754859071
2512,187504.4369243036
159,148251.67932309245
1281,182107.49522013208
468,182501.44019789156
290,112253.92495431585
665,91827.59069718141
1463,260440.59934367874
1792,225843.0674403296
923,174363.93838523247
500,284734.7764687376
1408,191939.0000722565
331,83983.44334541164
170,150284.01466391122
2192,101253.55734723835
2571,309613.05537439074
2314,173659.25659439288
2647,86902.16570481169
422,431904.5647687455
2457,344620.9723071084
1838,186968.11668238175
2805,237806.25826697476
1645,153440.6228710974
1711,310733.0949569566
2825,241586.24931656185
322,313286.1994183728
2103,248105.87741588464
342,131592.61568004097
600,115926.44531785205
488,179942.40092559578
1725,310220.5421579133
2246,298794.64615072287
2847,165008.28190328152
806,242554.96463320585
530,236973.39848563142
963,190681.9978475821
2678,109430.18330656564
171,87519.44077025093
2401,436939.0667270474
805,222068.6351034625
2259,223842.6884348938
1748,187405.09674073127
1361,145817.12471441113
1677,109529.30718424552
1406,159623.6078508289
2322,252308.65784341726
688,160640.8626184918
143,147770.88744809
804,208955.87649370727
1214,169653.7979489635
2828,152867.9099282428
1999,210180.87530792254
2467,204761.07280221675
2665,152997.22457816018
1538,309928.3402211058
398,114064.60880240495
2822,170924.76525492215
2157,148945.35509615773
1856,173965.245000224
1269,85028.35712673959
2570,128169.91610351406
2320,251522.45856950805
1517,126777.19443172732
2304,115928.39839262512
1312,100992.58330740489
2012,135498.15390884614
506,244363.221505651
2865,201085.32227211632
2367,99586.06646925019
554,98282.73074067169
238,139673.9435968711
1954,99322.4199784784
2488,116342.76894347311
2291,72912.55911535355
1969,111854.44230643196
2725,190328.90855461458
1482,152301.69200041
2763,209350.28280777676
503,266955.3768934796
1584,253375.9213476951
1531,174480.471053309
2210,197592.17682725296
459,329787.78281936387
556,133811.1722338786
1347,147911.8139408768
1290,73565.94203147471
1388,104145.02223645145
1571,284168.24726493994
2754,198519.31434334294
765,146187.33753383896
2494,131716.5018340464
2870,219530.2496990023
7,261502.85836765362
1114,261144.5918089681
2418,259682.55894483914
291,127386.8447705789
18,381451.6322725486
39,383435.4007433098
1001,295097.6347492584
2442,234641.57204776737
616,123934.70032701161
2680,75164.18324809764
1414,122833.37148707421
289,154312.85249189183
40,275811.8043432736
860,140925.48154059227
409,138138.79876162688
673,170040.93312921067
2427,156447.2491566344
2036,201460.80818708488
2564,136985.6396926665
642,174020.35314078876
1008,179139.11374954914
1908,154174.22735119547
2519,196233.72946742052
1369,101684.84382577606
2855,170617.95959763078
712,95050.78005899333
1943,129670.61973893797
1958,141444.02218299033
107,160377.37395978853
2295,212406.65739231365
704,102848.52304817676
676,140414.16925540112
259,184311.12313360212
93,292014.2666129238
106,246363.4978094603
2315,175145.0349126735
1050,107330.97101218336
1095,211878.2019299667
2709,156382.5539211072
758,164423.9307634468
1496,161240.51577210616
2370,108034.76439931523
2458,294863.6913591063
2733,141816.15015115694
161,234104.7954014442
726,151363.11155770704
845,214569.02864725946
947,261742.89828608627
2232,130894.19244364843
2563,150002.141241613
2299,184391.10871755204
211,106293.7967472869
605,154869.28111403683
1478,198612.97339848432
2247,291203.6401258694
2274,216737.05748574308
2869,216199.7342188238
967,212555.62316620158
2656,103030.36083309441
667,209365.93489312526
1042,105994.64180605959
2023,165129.23131079896
2447,362696.79240382416
2055,118338.95790429802
2275,270589.4495965458
2204,178711.93200770835
1563,284877.99907149276
483,236062.6530651523
796,127415.09807845543
1526,154013.50508424352
2042,144408.22828438407
442,359345.33404320385
1693,317196.7156255655
1468,225693.78440390676
1430,178096.94859270303
2605,183751.63941478633
1529,199381.74865737619
335,147775.81261142017
1287,124292.74215580148
31,93383.05164610058
1785,309631.9248673488
82,151724.19010805376
2620,118903.55080615648
252,175420.9156449901
721,65235.261300700964
2165,181617.04721325572
2316,202988.17399311313
775,140051.51062415805
1558,92248.58990997859
17,208751.2346712131
1022,242384.76220086505
925,119814.74274704684
438,293151.5427813052
1270,169396.985472592
1272,140043.84161888965
215,145910.91986795963
266,232637.0943855209
2402,299487.75119183224
1250,134689.3951273361
1984,130880.8683123924
1279,142510.8134776505
377,243874.997291609
1252,120891.50251240988
2156,280915.79389885
499,329852.6888041862
1374,116944.34693983407
2898,253670.02367226811
401,107656.11207399036
2721,169036.5658319626
2078,234700.47072686543
2589,115279.11423458833
1946,230894.31782146555
1334,130052.39051930723
2781,219765.82977530238
431,405843.5189678603
576,201420.0737358271
1474,222768.8041316366
2254,136233.1078404797
2155,284792.56880249875
885,90242.46107824198
643,140722.63951021843
1944,123894.75289172317
480,197537.3343593954
2845,108039.78005497929
2387,316784.29380342434
2407,219551.95115680978
2527,167219.2840427085
2514,154724.11214372347
629,169124.05307640976
80,206900.20651985554
1876,149413.50330851262
1546,123144.03584587362
2518,183168.07839178562
2347,159661.85759164428
783,207244.7899157968
1322,49774.110852427635
194,82324.77163209085
1770,299601.2972678872
2143,134152.38202384912
1229,209053.9124636752
511,292025.0089666975
46,241290.2888813817
1348,185509.53036180095
2465,202007.63458104743
387,240068.84376478777
873,234133.38649374968
1918,128665.93489580101
2764,235439.55553448404
2184,121220.68242270514
934,135183.48167447027
1920,137424.93995460047
2631,157797.4286253962
1768,491929.2493268563
2040,125359.1143773939
1749,215087.83699930183
834,262184.2131460373
1457,238586.05463355823
79,102807.50006246845
2302,114645.8208188375
1817,135189.6986377329
2755,225971.17802846766
359,173685.45540947426
2059,103363.84316029958
2092,240561.93471604848
2516,241211.3401383436
150,114549.82220441337
1656,125022.67358683312
83,99413.59805827081
2411,181942.3902559358
795,77680.4089692003
2312,222999.0167134013
2917,96543.49281084578
1624,192184.48771400013
2215,317346.1653804289
1211,154468.73368901448
1485,153178.78669346415
1024,190955.079829839
570,207780.893655424
2874,147776.50723792208
700,161603.8990215469
2756,206231.74308230705
2022,176035.57985924045
583,226040.3122212616
2392,371565.96224200656
2424,180021.1047505126
212,114008.49189333738
736,128425.88649167778
1610,177129.41841828584
890,111804.56838237593
467,179999.63259071673
578,218347.14817319016
1747,194228.51773129404
1149,151133.36824001677
2758,264506.7836446039
857,149074.6221572238
2219,294221.81365444243
733,115299.20203222006
2909,112273.7966998739
1798,257532.74478584484
235,133688.34780619224
2366,124777.78822372397
1027,126997.90684510133
1195,143792.84032731756
1303,27643.473383165372
148,191721.29198790685
608,172190.07964120398
2515,209504.13044987456
821,247027.20821074612
2500,269962.8112028545
745,117938.94933712894
741,132151.79811073872
1611,154147.95831970978
2532,123606.9060278935
1081,216734.64524877493
1692,426247.22292464715
2520,171748.9100308017
276,90296.44811731769
1992,127691.58937016765
663,8398.00558341667
418,124474.98697412439
1733,189638.25150635524
2359,149680.04221389964
253,192601.9054241432
1518,141232.9497498785
2035,142655.1779660955
2919,63382.68470262419
1540,221964.13820226156
2120,155505.55554940895
1674,159746.04691466893
256,140663.04127565605
2361,87720.5552597984
978,100189.48905598473
2280,122510.58277149264
2095,224310.39335083595
1709,344365.8994773171
2801,236372.7621288831
1246,100203.74492801793
2373,93412.77180207701
1055,312777.54934709694
2017,124367.78941020994
1099,294787.41139594023
1344,83139.62699500297
835,189931.8399434829
1117,218271.3695359978
2043,82362.5827828782
2085,117719.21120647236
410,147429.87467904366
2650,107991.46571525445
2867,164574.50551914907
1668,112896.15004936079
1161,167344.2507737364
2122,178517.80168729264
2539,146025.51058961742
1047,133453.65018056845
1445,127145.42072644964
541,124660.6423509641
569,209751.9943114893
1276,131655.4981872939
918,145422.18481314453
326,161889.75061268447
1936,113024.03187681512
895,113496.49362688768
257,153259.92185534968
1241,184466.895358533
1545,130224.88970669922
1189,184540.8252959143
270,147401.3922475702
2066,213442.68831968264
693,111913.29834422053
1259,148375.5721057813
2916,149524.01373998396
2321,282842.55593250645
1977,119147.17297602062
1895,147087.59233032426
1240,165685.25433052168
85,156956.70442331614
1823,134047.52423526687
825,299726.55717277003
110,237367.23641824047
697,119273.92863620169
2297,114714.02202931634
1231,138051.21309489166
1355,145452.2606847788
968,334824.1086862035
584,212372.54973165758
1315,131880.12874233065
1606,142525.4669728506
206,62688.11760655315
1685,361753.54125051317
2016,133997.04328631036
869,209191.09256055014
2135,126816.90022565484
2346,180139.6525987808
2430,221307.68475545495
2198,93376.04210727605
2652,113175.93571922598
27,117014.47971911466
241,155188.40446047275
906,144362.62617874925
1506,108946.69971690499
2098,339713.21004092594
1435,220684.4821635158
2213,121955.0378046635
1274,135355.10704120892
743,31534.22568677133
1737,189366.96055684407
2797,276101.28343781736
2185,59458.664481895874
58,171638.13104034957
830,211110.3650786093
808,107117.41151059628
680,158849.5590669245
1153,116302.73203218808
1291,150591.2460394893
1818,156112.9820218298
2161,188569.5148203035
1883,118690.00233224334
350,382259.8452696486
2473,136301.24723350717
295,185926.5976268409
293,182643.64680738948
859,123141.19824010521
288,74976.17364238627
1578,138731.0878155974
102,206755.70329516314
2831,152809.53538906248
1030,156021.36655170107
2551,141985.76188183957
1286,146520.74357158574
958,310225.0192395102
776,133711.31523908267
72,245507.21858376052
2263,251918.05563783908
1866,152023.26090701364
2876,69911.4262740636
2146,250486.25026589722
103,179044.0151971206
1500,148993.79657611012
492,186174.32827937702
167,155884.9193075083
2597,112400.67782146098
2685,115253.89225166476
1035,146620.55162549
1220,48884.16476947587
2602,146459.0907108712
2159,211955.58661113965
695,152105.07171127808
1109,281202.72050998564
640,190698.34889384004
1652,154557.75240509585
2090,168985.14391376422
1188,180380.65915127686
2345,221817.04804584364
1059,396823.3486496259
2751,229154.7949309562
128,232176.0974697906
1523,161317.84315842183
2925,179284.5513395362
2145,311734.0924840815
1121,217970.72975552094
566,256351.86993899665
565,244059.88897460137
1331,142414.00942091335
2928,119819.99107593953
156,135271.5885786857
797,157092.1515414652
327,91427.87626946131
2859,154681.5135103181
1453,111265.80819335488
1762,345036.84100142814
1868,183801.23295426727
1760,173143.9275295876
1113,244116.558593148
1812,199134.04214058563
117,153100.41518140608
1142,214493.8391910686
2342,421794.4602056909
927,149885.75803000125
2478,177709.59271073536
655,66112.4406826235
2064,110064.44308959071
369,305628.03788881435
2239,141482.3923237871
2732,190107.2645486337
1653,162828.67919037936
959,211163.7118824223
2395,342297.5815785355
1412,107561.79007706295
271,247428.25101323987
1484,151769.7147254998
1497,155562.40384782891
552,147946.08227640003
2,126325.27028812043
1855,307478.87583449867
4,285503.14942625444
2292,159253.5119991251
134,145275.3123816155
646,111641.51655608999
42,315033.2711449599
532,236776.1423366554
713,103568.76748181725
2561,142897.39133546327
2360,118418.89808081574
1333,133043.68479644982
1407,201547.48779131976
2892,292773.1300588978
574,219945.72305516282
1227,194475.18469754377
2591,239090.25996329373
1476,228301.7009985376
1125,276342.3604493273
1446,150476.36987085608
408,106636.18225700634
1101,290989.9805669869
2251,200890.16335477267
373,198287.64961251995
2554,131605.96904431636
2382,284726.2884880863
1985,81009.39121963111
519,250783.14305259456
1093,188305.5802498844
864,248412.3870541175
2889,147629.4418438636
2308,213806.3128862566
986,165437.04626271155
1302,147307.3641489346
585,158795.70157045795
2708,152375.96426746217
147,151134.90456843475
1441,233593.1894964553
383,164558.91414670262
285,166282.24340568992
181,115322.59260295224
358,200522.0325542673
780,171457.69514021062
258,196086.9204112867
1865,225699.33735354448
692,138027.69427834643
2902,316202.1818038938
508,258281.843354102
2638,144395.2103448088
36,134813.75539886073
611,176240.68952543283
2281,150224.71958915284
1678,99110.34424451426
1696,439464.79702312965
1557,89491.427371737
2180,161929.9723730696
1726,238261.84096274438
951,148729.42428449742
267,223272.0523417677
2706,144201.5195915195
2221,246196.86183732894
1357,166898.25191544145
2901,301294.20948576846
347,178001.6825878095
2164,204426.86035364371
1586,299392.3877343043
360,151882.22253499873
1769,257424.2663019944
2617,159172.88724691657
1879,137501.04431375145
991,228370.8077523118
1535,136250.85074427878
1191,133153.25860887946
1579,223139.37509782924
1882,148933.02015106048
1510,123590.09253397238
2196,161433.92746063814
1845,191127.65877920468
2336,387488.3141138731
942,100569.22681460413
861,129813.34281371553
2555,110910.542836138
1392,168473.98502049886
2099,247638.31107606215
1543,110897.0857487311
948,285749.67242036085
1239,172890.94371927163
22,181146.6442523224
2796,253521.31750236673
2747,197587.01748833433
92,283654.49897613004
210,181645.77302807994
1858,202116.14396292175
2228,151805.4285671016
447,255207.98962062196
827,260538.38777535094
1649,217636.60481377615
682,156355.70268231677
2698,123482.99185540612
494,162869.55646364947
214,102577.19859734949
2441,226737.84522407193
2679,119372.86360357553
1336,141659.94391570173
465,189433.75051080418
1524,146155.991422397
2543,118710.94982484943
631,152901.66293457133
2452,297352.3198592348
228,170835.39329283452
126,181571.4374643049
1092,247680.85808895007
1122,206560.95128349523
932,221068.44029622394
1980,68096.78217758136
2171,134956.8092876309
551,157384.17054645735
2768,183276.76311834913
2056,107858.2269742268
1159,336529.5144025617
2645,142791.78788807557
1174,177079.2973554803
2266,229134.134489845
2462,366026.9770940183
1219,135165.9268052305
2922,188502.90990310136
118,156912.34898423922
474,160131.9257388673
2576,166162.56558592038
872,284319.3524714231
1077,238033.67642084637
1536,156985.23043125187
1150,120485.88262277326
2341,342867.28455640265
1931,137007.96911494335
2785,128809.33769266654
2538,130357.90409620389
597,212220.65623150743
464,221286.13229023287
233,261353.11326968385
2169,144539.40356884585
2123,164465.02286887832
1867,174425.54948448626
137,258296.70900235994
515,231891.64178180246
933,93177.95104343299
2784,163981.66375224097
972,169051.57010447173
599,171621.77249558078
2614,126222.20632639473
2582,140659.4926937943
1409,159168.08173457067
175,114410.5023827965
352,244115.15712911144
976,98858.47394723755
2134,201557.32365617354
984,108179.87614517685
2396,349413.74548922305
1673,131789.92402938253
404,132564.0777478968
607,159060.4054127865
814,169431.82197117666
868,203502.17473999757
2271,201965.6378674609
1633,271484.7737350083
337,177255.3656999495
2765,194321.28829945985
1746,254311.58760511584
368,340332.41328185884
2806,220431.06075024558
1662,189155.496894735
1234,227296.08287193856
1373,131522.139280639
1672,109549.53999549313
1939,130551.61892970905
