Id,saleprice
1952,63245.06121879566
2719,164952.91492978967
2921,69891.64710987257
1966,169131.2786146513
292,130720.46352573264
1204,200280.0872565168
1829,220757.19362672506
2419,187142.47650967247
391,152422.23115731613
798,120298.8029151209
481,206482.74483402507
193,209300.56619690836
555,117336.57098944501
899,53329.53696020735
2357,170719.2791073039
328,115817.80355216739
1356,122990.94617718714
1154,111770.15437979373
1730,178627.0430381956
2249,162596.7643472916
1119,284829.7702077334
2856,137778.62551030234
1394,144268.7225578285
2587,119853.76105546541
61,297099.77033754514
2661,178042.06819701692
2711,125467.49029530285
1147,185650.2385482189
757,118748.61459907172
2623,115379.74418898759
2378,131922.02191234656
1413,150201.40299422888
1722,232821.35382846862
1112,232612.8005314415
1623,196610.84124308676
1201,195474.61995756888
1513,122342.74738678083
957,366367.5346870561
1171,250324.87796796404
1145,196390.09487750893
2726,228216.38194009705
703,162164.91117295256
760,129862.75656346194
1964,157981.57994683716
2512,174724.89583778905
159,144588.6628302149
1281,178703.4158027413
468,179471.53837841388
290,108278.24387465446
665,90207.78571207974
1463,257181.343406144
1792,231631.7814720624
923,181294.9810114992
500,288257.0687318775
1408,197031.23691623454
331,94450.43496923259
170,154609.99819723854
2192,102057.61152584074
2571,287208.44172910193
2314,171234.29419902136
2647,89516.96576427348
422,438432.26873333193
2457,355326.75586663047
1838,181331.3343708519
2805,237877.68983701256
1645,153344.9595288614
1711,313454.3572514515
2825,236551.37127401255
322,312865.55929076986
2103,251776.39060279736
342,133733.55829796963
600,117760.00562825211
488,175087.77938538502
1725,306691.95015941863
2246,295536.435050008
2847,156853.75579619582
806,241769.73425073817
530,241744.64152236548
963,192047.41286428794
2678,109842.26392269773
171,91211.03215907593
2401,438580.5701435619
805,220141.01267620758
2259,232427.00020939548
1748,190868.92571467752
1361,149407.86417748465
1677,114427.29188936412
1406,155099.17506194994
2322,254323.44946808743
688,153357.86918622538
143,148973.39875172434
804,205464.32225171058
1214,152562.83800910995
2828,146233.01140926202
1999,214960.0216628295
2467,207441.5852212562
2665,153972.52398942885
1538,316282.4457670562
398,114622.0420478985
2822,168984.7233749493
2157,141232.50595336402
1856,171111.12078976282
1269,90630.45511524871
2570,126059.78921500087
2320,250801.89756662925
1517,124342.6223353004
2304,125686.72803660408
1312,95980.34967795729
2012,135120.0659127034
506,246875.68287444528
2865,211398.6341900917
2367,105006.23524385043
554,102169.80310588575
238,133829.90223044378
1954,92528.29725923187
2488,113813.73914630225
2291,68377.84113120353
1969,116758.38806039598
2725,189590.8991946407
1482,142785.9863393756
2763,207149.25056846268
503,268703.3144489899
1584,254288.2616849074
1531,174592.30624569158
2210,195954.8342081835
459,325378.4259341152
556,133122.0252929362
1347,151601.88923625
1290,73645.53147692603
1388,112469.57350964645
1571,285021.8327795591
2754,200442.93229926567
765,141263.75991415183
2494,132182.82387553118
2870,217406.76038213918
7,256834.32571153468
1114,266386.04002844746
2418,255512.19006058943
291,130988.82454960322
18,390969.24618487887
39,391502.69187784847
1001,293354.959745168
2442,229319.1565915325
616,111142.40006479197
2680,88149.20513589404
1414,120049.87388041147
289,153947.6051913498
40,278273.9829051278
860,151541.7144859882
409,152251.56310117626
673,172441.015151309
2427,160263.98486223767
2036,194310.5445004477
2564,133862.0477247439
642,167980.08431900234
1008,166982.7935424604
1908,149101.87771874265
2519,196989.23823324067
1369,99988.74997586197
2855,172458.2382102043
712,86512.6153486619
1943,134095.76807018853
1958,143301.71937811613
107,168775.9227537947
2295,216177.50650727772
704,111950.62709008009
676,135290.51435630702
259,184550.4187551443
93,292766.66392596933
106,249304.91807025892
2315,174788.3292893372
1050,100488.75831369896
1095,209613.42586084
2709,154985.7415672068
758,174118.68127409575
1496,155405.19353184293
2370,112903.13910450882
2458,303391.72403600643
2733,144443.83661581913
161,240186.54412278195
726,158514.3457309333
845,217089.6408328714
947,262860.35438441887
2232,131480.50494100543
2563,145893.85283490265
2299,193311.14343090475
211,105853.75284101658
605,146025.60707793047
1478,198172.5517798183
2247,288855.43816480873
2274,213554.54359292815
2869,216251.8108281436
967,211825.9141228936
2656,101613.82308147919
667,209421.04480577455
1042,110395.44477283584
2023,172982.49854043036
2447,367051.5940510923
2055,120892.96450146107
2275,272846.21506137325
2204,177856.62446853975
1563,278825.3244469992
483,224641.47785547798
796,111387.14423397943
1526,156192.25602002564
2042,144280.79648057406
442,361582.85736898857
1693,320382.3773138094
1468,226631.53545689996
1430,178903.2816601836
2605,181221.49835213067
1529,196379.57830102113
335,145107.60080082202
1287,119656.02194826417
31,97796.60939808692
1785,316789.0383235527
82,148099.07515582972
2620,115416.71056078964
252,178098.9139299711
721,68007.16616756478
2165,183356.29710956418
2316,202106.31597182783
775,146184.657415781
1558,98085.49988575322
17,212951.79464211134
1022,237655.73639583925
925,122133.23664370932
438,297472.4544614976
1270,180969.22523431588
1272,142140.05069825106
215,141319.75202221837
266,230425.1369537577
2402,299850.88776793086
1250,132258.87473215398
1984,114377.48447912665
1279,147745.40837911598
377,243338.21440088924
1252,126734.44041101247
2156,281908.00239638356
499,333610.56863490964
1374,114116.19645774165
2898,258097.2677337973
401,106103.52202790846
2721,158825.98109887133
2078,240731.2053627096
2589,112917.3365238854
1946,239290.22286390557
1334,131221.2878849201
2781,216369.92024735175
431,410628.8061758903
576,209650.25261693975
1474,221077.1778622839
2254,132074.30297574296
2155,287767.335087392
885,89380.96961376189
643,139817.80236318684
1944,131139.67842481486
480,194436.55948805343
2845,103121.59535738797
2387,319418.67878012656
2407,213271.92086319148
2527,161201.65027415278
2514,147521.36746469088
629,162480.07588433535
80,205425.9230412047
1876,147388.5781020789
1546,115804.67418951305
2518,179431.3203885726
2347,149652.95759619126
783,208887.9840079128
1322,54296.19529602058
194,87378.72281034174
1770,304059.66587053926
2143,137802.80523477704
1229,208508.25522395136
511,298449.73338783695
46,236882.34669786476
1348,189397.8839889759
2465,203493.21406552396
387,242715.23256911978
873,234934.4807298766
1918,118380.78149571083
2764,233921.22579126572
2184,115397.87491033795
934,141339.7209275411
1920,135026.65534232013
2631,152534.0246971983
1768,480541.7905188561
2040,128770.53589291619
1749,213048.66914892176
834,261726.6109836289
1457,236414.48972661752
79,92593.37849377134
2302,113205.9137309844
1817,142242.99822692302
2755,227720.61058128375
359,173732.1338736723
2059,97487.25461491568
2092,238640.21985154168
2516,244869.53554264668
150,110211.34630730445
1656,103720.41747072847
83,96453.87502707695
2411,182010.17501807216
795,77852.08121141804
2312,219033.2365627876
2917,102082.98538350368
1624,189667.9956729945
2215,341268.5110247491
1211,150761.8440878698
1485,144653.53171964575
1024,190400.07520689347
570,206980.3373533295
2874,148244.36056051694
700,165062.9710691404
2756,206961.3819707023
2022,178253.99002243672
583,224643.27332973335
2392,372856.08895664616
2424,182731.00144461854
212,115508.24632575603
736,123779.5040079645
1610,175329.51800751616
890,98182.74852162432
467,177824.0293820428
578,210378.18379028855
1747,193946.47221823246
1149,142703.1224995819
2758,266451.52817663935
857,146632.06042184687
2219,305792.9928747654
733,103761.39126681774
2909,115255.53825543761
1798,262899.9687311022
235,128909.80228105249
2366,136213.93388744374
1027,125768.2121248464
1195,142085.64715295614
1303,25423.556892173598
148,193634.36064827556
608,174115.7524279316
2515,210595.02288731595
821,249870.28879704236
2500,268157.03948639333
745,121981.9688119867
741,131382.68568681236
1611,163927.0663545847
2532,122947.86940524043
1081,223107.21629162232
1692,426861.71614934853
2520,175115.01243974324
276,91134.20700137118
1992,127485.36541105338
663,13888.282999819989
418,135165.40494304558
1733,189999.00926774612
2359,147505.38125585904
253,194577.20741916358
1518,115461.56722705597
2035,135471.80036459016
2919,68376.03226909418
1540,224927.59710514866
2120,160559.96220163826
1674,154162.36088108819
256,138815.87008036816
2361,89029.56961011207
978,101482.95466904368
2280,107205.71119841156
2095,219885.66506741056
1709,348368.2831594207
2801,238889.57463457264
1246,102786.9961969989
2373,96431.86167212499
1055,317637.6354897802
2017,128205.40660565521
1099,300928.22408543935
1344,84756.03903657981
835,193340.18225820956
1117,221808.9969004819
2043,85222.3462922787
2085,101273.86916873587
410,159296.35325855543
2650,104376.05612592443
2867,173297.33187819415
1668,111199.75083179833
1161,166139.12322878308
2122,181455.04819113796
2539,144556.9042254201
1047,147201.44938778479
1445,129840.85869352406
541,135973.46527420744
569,207837.5289777596
1276,136569.97192990314
918,149596.83468900935
326,163537.4514699066
1936,109099.39264883194
895,110578.15603881147
257,158283.70061417273
1241,179488.95064839526
1545,126412.12618946217
1189,180494.45950179832
270,138259.153365465
2066,212719.84448792957
693,105881.302445096
1259,147438.98663180665
2916,147289.01353786874
2321,280559.79784184135
1977,115365.46788539916
1895,142850.10252427167
1240,170628.5966647627
85,161786.31507240745
1823,134968.26145230304
825,302769.39262215176
110,241698.91349200555
697,120883.37805232503
2297,128745.69465683305
1231,135164.11527030755
1355,150964.63159093712
968,337669.6214390752
584,211341.1927893714
1315,141853.92804017215
1606,143896.2522388673
206,44057.3588139058
1685,365704.2067141493
2016,132150.050129899
869,206565.08227988592
2135,126727.73484175709
2346,175102.44499092796
2430,228148.31609183433
2198,91583.92467326735
2652,107086.52876063314
27,114506.58944144269
241,151547.54973939448
906,151581.5785195058
1506,113734.79790808873
2098,343501.779191662
1435,220721.20292320978
2213,129570.0122054339
1274,134175.34302165092
743,37329.47399835763
1737,188996.52347697277
2797,277657.5286568003
2185,49854.54086757943
58,177301.86779908516
830,213007.81565650247
808,104032.97635292012
680,158379.13572125064
1153,108648.98639004616
1291,144155.10977679747
1818,157003.6765235375
2161,188565.71478122036
1883,115179.11273729744
350,383333.9800521229
2473,146189.75979960026
295,182911.3596161878
293,180808.58884019093
859,124624.34663265088
288,68256.54544278047
1578,147854.65389426536
102,207073.79712419305
2831,130858.48875211788
1030,152255.59746777941
2551,136464.3726985247
1286,152804.34677161122
958,315066.96996795904
776,138943.69870411477
72,250720.65832352825
2263,253353.01719061873
1866,153910.32596581656
2876,68811.32467303034
2146,247274.77058934432
103,171951.98408639248
1500,150290.2586348043
492,186892.40501569753
167,160024.9379342736
2597,115513.44018799238
2685,125037.40492933769
1035,147984.38099243617
1220,48312.006637144834
2602,152267.046929281
2159,213240.09212632573
695,147005.02706182786
1109,281484.8129938577
640,183661.9161968476
1652,151067.75910886945
2090,166336.05475537106
1188,182168.03567120567
2345,217050.89865766594
1059,400027.5614824499
2751,231418.4231456856
128,232210.6903951015
1523,166104.6788416741
2925,181489.08966158587
2145,316201.7158184231
1121,222956.47079310392
566,254109.22092633508
565,244738.09262762748
1331,142357.33467332862
2928,133296.65957183894
156,131166.0871771893
797,152788.83057168775
327,93986.51573224475
2859,153983.5474841536
1453,108543.48822013622
1762,346572.524015152
1868,183138.0032705848
1760,171230.96694054152
1113,247887.79104666965
1812,196415.8089408751
117,157073.7418236017
1142,215616.58387102975
2342,428719.6238583827
927,156307.59478093736
2478,177117.10034943998
655,69217.4417172182
2064,108435.62605115824
369,311584.97036622046
2239,137636.0383524329
2732,189542.18664482867
1653,160081.9070658874
959,210921.49231402547
2395,350010.19330255804
1412,108037.32502486683
271,246195.70282588998
1484,141500.3814788675
1497,156981.990900808
552,142161.10636795303
2,122949.74887228724
1855,304688.65269028465
4,288096.200711158
2292,157271.21064631137
134,141056.41034470912
646,112470.30248554437
42,319253.45366555103
532,242357.500912652
713,107992.75698140994
2561,142538.9371717368
2360,113613.09950960844
1333,132226.25917476235
1407,202092.38714059553
2892,296014.1854620965
574,212510.75070856957
1227,196666.46489924192
2591,254357.96606498183
1476,229363.38147967722
1125,280594.84359751944
1446,150034.97698336767
408,111057.7476174309
1101,293734.74066481227
2251,202301.8565536597
373,195181.20431343073
2554,133325.74585001313
2382,284892.846162418
1985,81371.45831698821
519,255711.64056784316
1093,185135.20249236253
864,246202.974726673
2889,140934.74904814424
2308,215119.47267304125
986,171365.97890182742
1302,149530.84135334461
585,157909.94805247826
2708,150896.0725969801
147,150056.03587721143
1441,233487.49233280448
383,162836.98594271365
285,171034.05550224494
181,114878.02621690574
358,191895.9023430222
780,173355.22090703144
258,198616.12800383128
1865,222582.17971002663
692,136069.36053423438
2902,318340.8517673432
508,264699.2432379157
2638,146462.2873186079
36,140023.1083245906
611,177872.56981909217
2281,149845.48961866891
1678,103790.19080333626
1696,444938.53975763597
1557,83115.27764310651
2180,159792.23182722394
1726,236067.33694441576
951,150909.73908576736
267,222715.6116104307
2706,145521.57969167907
2221,248827.11522942237
1357,167858.7055083384
2901,306270.0448077118
347,181288.3082538538
2164,206923.53287724208
1586,302828.58816794306
360,149750.49182916083
1769,266817.3241519753
2617,154151.84812461236
1879,127291.89297221455
991,232218.73999556142
1535,136255.69118611075
1191,131671.11841970216
1579,223339.5050267788
1882,151938.6943037798
1510,121609.85709450266
2196,152095.70512085027
1845,190074.29231232055
2336,390733.3150940974
942,95221.88965910014
861,132616.88620097237
2555,117238.70116638081
1392,167390.6180518793
2099,251283.1637498624
1543,110734.56549563097
948,289703.26209752925
1239,173306.10919503294
22,180360.55039607198
2796,256336.32046120323
2747,193863.43434583658
92,286271.12714703084
210,180123.09525721465
1858,209014.3787364976
2228,150747.7110666783
447,258715.56749708438
827,265294.7431355287
1649,234769.0217119446
682,157255.4190321629
2698,116489.86978736296
494,167566.6034154959
214,111492.40390962875
2441,216786.7672474147
2679,124118.20272411282
1336,143546.9925332523
465,186982.2650534445
1524,148968.28802419998
2543,116518.9967118954
631,146083.74493178548
2452,300509.23404580244
228,161302.0363755292
126,178473.579762745
1092,244713.8819384845
1122,211088.32103410197
932,230718.3328202115
1980,53849.78514776283
2171,127497.99153377293
551,155249.47652815693
2768,185300.90521431083
2056,106407.14697909077
1159,342950.35886525386
2645,142106.79943237314
1174,179067.2867581659
2266,229747.81454914762
2462,374349.78750025865
1219,131310.77486889082
2922,183338.64265465207
118,155534.04652459975
474,163810.22994780735
2576,163190.42399195925
872,284913.5632594627
1077,234237.74882116276
1536,152282.5984834638
1150,118592.70750756405
2341,346916.79166261415
1931,138591.4001324608
2785,131765.35645700258
2538,127603.40218857475
597,207659.05683001995
464,208106.69354864623
233,300318.23653052974
2169,141696.2799861314
2123,166629.24755772128
1867,171891.00590477546
137,257436.81516439933
515,237473.90151502378
933,89061.49669047959
2784,168101.43019339716
972,161291.3657005193
599,175835.66931289132
2614,119062.33998070135
2582,139632.23481725348
1409,156125.50097916386
175,106760.0323554359
352,240792.99174743664
976,94111.98845466472
2134,200324.3514661995
984,114523.64930050129
2396,356217.1831411763
1673,125754.01848505218
404,147894.05157582357
607,156255.67738702966
814,167988.76775279388
868,204534.9233856574
2271,202658.40502907496
1633,264048.14216683875
337,175870.81511392156
2765,188694.7763470083
1746,255518.0520155378
368,349064.77059785847
2806,222768.83327644935
1662,188558.01768297926
1234,223152.031268206
1373,130434.65751001789
1672,108252.62210643051
1939,128709.76925704296
